Time,Min,Max
20170129 182600,"1,25988","1,25993"
20170129 182700,"1,25962","1,25975"
20170129 182800,"1,25966","1,25969"
20170129 182900,"1,25944","1,25948"
20170129 183000,"1,25932","1,25932"
20170129 183100,"1,25914","1,25944"
20170129 183200,"1,25942","1,25965"
20170129 183300,"1,25958","1,25971"
20170129 183400,"1,25962","1,2597"
20170129 183500,"1,25974","1,25977"
20170129 183600,"1,25976","1,25982"
20170129 183700,"1,2598","1,25992"
20170129 183800,"1,25989","1,25995"
20170129 183900,"1,25987","1,25988"
20170129 184000,"1,25977","1,25977"
20170129 184100,"1,25959","1,25959"
20170129 184200,"1,25957","1,25979"
20170129 184300,"1,25978","1,25991"
20170129 184400,"1,25985","1,25985"
20170129 184500,"1,25981","1,25981"
20170129 184600,"1,25946","1,25955"
20170129 184700,"1,25943","1,25952"
20170129 184800,"1,25948","1,25948"
20170129 184900,"1,25932","1,25933"
20170129 185000,"1,25926","1,25931"
20170129 185100,"1,25925","1,25925"
20170129 185200,"1,259","1,25914"
20170129 185300,"1,25911","1,25915"
20170129 185400,"1,25917","1,25918"
20170129 185500,"1,2592","1,25926"
20170129 185600,"1,25928","1,25928"
20170129 185700,"1,25927","1,25927"
20170129 185800,"1,25904","1,25907"
20170129 185900,"1,2591","1,25948"
20170129 190000,"1,25949","1,25952"
20170129 190100,"1,25928","1,25993"
20170129 190200,"1,25966","1,25976"
20170129 190300,"1,25968","1,25968"
20170129 190400,"1,25967","1,25967"
20170129 190500,"1,25917","1,25917"
20170129 190600,"1,25903","1,25903"
20170129 190700,"1,25885","1,25893"
20170129 190800,"1,25892","1,25914"
20170129 190900,"1,25901","1,25901"
20170129 191000,"1,25868","1,2588"
20170129 191100,"1,25879","1,25889"
20170129 191200,"1,25882","1,25891"
20170129 191300,"1,25888","1,25893"
20170129 191400,"1,25895","1,25909"
20170129 191500,"1,2591","1,25939"
20170129 191600,"1,25936","1,25959"
20170129 191700,"1,25952","1,25957"
20170129 191800,"1,25954","1,25964"
20170129 191900,"1,25955","1,25955"
20170129 192000,"1,25951","1,25971"
20170129 192100,"1,25972","1,26003"
20170129 192200,"1,25941","1,25947"
20170129 192300,"1,25934","1,25934"
20170129 192400,"1,25929","1,2595"
20170129 192500,"1,25935","1,25943"
20170129 192600,"1,25939","1,25945"
20170129 192700,"1,25939","1,2596"
20170129 192800,"1,25941","1,25948"
20170129 192900,"1,25941","1,25957"
20170129 193000,"1,25947","1,2595"
20170129 193100,"1,25913","1,25913"
20170129 193200,"1,25908","1,25915"
20170129 193300,"1,25911","1,25914"
20170129 193400,"1,25915","1,25923"
20170129 193500,"1,25915","1,25919"
20170129 193600,"1,2589","1,2589"
20170129 193700,"1,25877","1,25887"
20170129 193800,"1,25887","1,25894"
20170129 193900,"1,25874","1,25875"
20170129 194000,"1,25873","1,25873"
20170129 194100,"1,2585","1,25859"
20170129 194200,"1,25858","1,25875"
20170129 194300,"1,25875","1,25878"
20170129 194400,"1,25868","1,25871"
20170129 194500,"1,25867","1,25867"
20170129 194600,"1,25827","1,25852"
20170129 194700,"1,25849","1,25849"
20170129 194800,"1,25832","1,25849"
20170129 194900,"1,25836","1,25879"
20170129 195000,"1,25872","1,25886"
20170129 195100,"1,2586","1,25878"
20170129 195200,"1,25854","1,25854"
20170129 195300,"1,25839","1,25843"
20170129 195400,"1,25832","1,25854"
20170129 195500,"1,25867","1,25879"
20170129 195600,"1,25847","1,25847"
20170129 195700,"1,25849","1,25868"
20170129 195800,"1,25857","1,25859"
20170129 195900,"1,25853","1,25859"
20170129 200000,"1,25858","1,25874"
20170129 200100,"1,25864","1,25904"
20170129 200200,"1,25871","1,259"
20170129 200300,"1,25881","1,25889"
20170129 200400,"1,25854","1,25879"
20170129 200500,"1,25868","1,25876"
20170129 200600,"1,25861","1,2587"
20170129 200700,"1,25861","1,25877"
20170129 200800,"1,25878","1,2588"
20170129 200900,"1,25875","1,25896"
20170129 201000,"1,25883","1,25896"
20170129 201100,"1,25893","1,259"
20170129 201200,"1,25897","1,25908"
20170129 201300,"1,25874","1,2589"
20170129 201400,"1,25889","1,25906"
20170129 201500,"1,25898","1,2591"
20170129 201600,"1,25903","1,2591"
20170129 201700,"1,25908","1,25923"
20170129 201800,"1,25904","1,25907"
20170129 201900,"1,25888","1,25896"
20170129 202000,"1,25894","1,25896"
20170129 202100,"1,2588","1,25895"
20170129 202200,"1,25889","1,25891"
20170129 202300,"1,25862","1,2588"
20170129 202400,"1,2586","1,25872"
20170129 202500,"1,25874","1,25874"
20170129 202600,"1,25873","1,25884"
20170129 202700,"1,25881","1,25884"
20170129 202800,"1,25883","1,25885"
20170129 202900,"1,25882","1,25899"
20170129 203000,"1,259","1,25906"
20170129 203100,"1,25889","1,25897"
20170129 203200,"1,25889","1,25906"
20170129 203300,"1,25901","1,25912"
20170129 203400,"1,259","1,25906"
20170129 203500,"1,25898","1,25898"
20170129 203600,"1,259","1,259"
20170129 203700,"1,25896","1,25897"
20170129 203800,"1,25889","1,25897"
20170129 203900,"1,25897","1,25907"
20170129 204000,"1,25904","1,25906"
20170129 204100,"1,2589","1,25897"
20170129 204200,"1,25886","1,25896"
20170129 204300,"1,25898","1,25905"
20170129 204400,"1,25906","1,25967"
20170129 204500,"1,25961","1,25973"
20170129 204600,"1,2597","1,25974"
20170129 204700,"1,25953","1,25958"
20170129 204800,"1,25942","1,25943"
20170129 204900,"1,2594","1,25957"
20170129 205000,"1,25943","1,25943"
20170129 205100,"1,25933","1,25936"
20170129 205200,"1,25933","1,25936"
20170129 205300,"1,25927","1,25934"
20170129 205400,"1,25922","1,25922"
20170129 205500,"1,25919","1,25929"
20170129 205600,"1,25932","1,25939"
20170129 205700,"1,25939","1,25944"
20170129 205800,"1,25936","1,25939"
20170129 205900,"1,2594","1,25946"
20170129 210000,"1,25932","1,25941"
20170129 210100,"1,25937","1,25937"
20170129 210200,"1,25924","1,2594"
20170129 210300,"1,2594","1,25941"
20170129 210400,"1,25929","1,25934"
20170129 210500,"1,25929","1,2593"
20170129 210600,"1,25927","1,2593"
20170129 210700,"1,25936","1,25944"
20170129 210800,"1,25936","1,25937"
20170129 210900,"1,25935","1,25936"
20170129 211000,"1,25936","1,25938"
20170129 211100,"1,25936","1,25937"
20170129 211200,"1,25936","1,25936"
20170129 211300,"1,25918","1,25921"
20170129 211400,"1,25921","1,25924"
20170129 211500,"1,25912","1,2592"
20170129 211600,"1,25919","1,25919"
20170129 211700,"1,25916","1,25916"
20170129 211800,"1,25908","1,25909"
20170129 211900,"1,25897","1,25901"
20170129 212000,"1,25898","1,25903"
20170129 212100,"1,25895","1,25901"
20170129 212200,"1,25888","1,25889"
20170129 212300,"1,25891","1,25891"
20170129 212400,"1,25888","1,25891"
20170129 212500,"1,25888","1,25888"
20170129 212600,"1,25888","1,25888"
20170129 212700,"1,25885","1,25899"
20170129 212800,"1,25892","1,25892"
20170129 212900,"1,2589","1,25891"
20170129 213000,"1,25887","1,25896"
20170129 213100,"1,25888","1,25889"
20170129 213200,"1,25888","1,259"
20170129 213300,"1,259","1,2591"
20170129 213400,"1,25908","1,2591"
20170129 213500,"1,25905","1,25909"
20170129 213600,"1,25899","1,25909"
20170129 213700,"1,259","1,25907"
20170129 213800,"1,25899","1,25908"
20170129 213900,"1,25898","1,25913"
20170129 214000,"1,25899","1,25907"
20170129 214100,"1,25888","1,25888"
20170129 214200,"1,25878","1,25888"
20170129 214300,"1,25877","1,25878"
20170129 214400,"1,25876","1,25876"
20170129 214500,"1,25868","1,25875"
20170129 214600,"1,25866","1,25867"
20170129 214700,"1,25861","1,25868"
20170129 214800,"1,25858","1,25873"
20170129 214900,"1,25872","1,25888"
20170129 215000,"1,25881","1,25892"
20170129 215100,"1,25878","1,25881"
20170129 215200,"1,25877","1,25878"
20170129 215300,"1,25878","1,25878"
20170129 215400,"1,25857","1,25868"
20170129 215500,"1,25861","1,25868"
20170129 215600,"1,25868","1,25868"
20170129 215700,"1,25858","1,25863"
20170129 215800,"1,25841","1,25841"
20170129 215900,"1,25837","1,25842"
20170129 220000,"1,25839","1,25842"
20170129 220100,"1,25827","1,25828"
20170129 220200,"1,25809","1,25818"
20170129 220300,"1,25808","1,25816"
20170129 220400,"1,25815","1,25818"
20170129 220500,"1,25804","1,25809"
20170129 220600,"1,25808","1,2581"
20170129 220700,"1,2581","1,25813"
20170129 220800,"1,2581","1,25812"
20170129 220900,"1,25807","1,25818"
20170129 221000,"1,25814","1,25816"
20170129 221100,"1,25812","1,25826"
20170129 221200,"1,25816","1,2582"
20170129 221300,"1,2582","1,2582"
20170129 221400,"1,2582","1,2583"
20170129 221500,"1,25827","1,25833"
20170129 221600,"1,25821","1,2583"
20170129 221700,"1,25829","1,2583"
20170129 221800,"1,25828","1,2583"
20170129 221900,"1,25828","1,2583"
20170129 222000,"1,25829","1,2583"
20170129 222100,"1,25831","1,25858"
20170129 222200,"1,25853","1,25853"
20170129 222300,"1,2585","1,25851"
20170129 222400,"1,25848","1,2585"
20170129 222500,"1,25842","1,25901"
20170129 222600,"1,25892","1,25896"
20170129 222700,"1,25891","1,25893"
20170129 222800,"1,25889","1,25889"
20170129 222900,"1,25872","1,25882"
20170129 223000,"1,2588","1,25883"
20170129 223100,"1,2588","1,25883"
20170129 223200,"1,25874","1,25884"
20170129 223300,"1,25882","1,25882"
20170129 223400,"1,25879","1,25881"
20170129 223500,"1,25874","1,25878"
20170129 223600,"1,25868","1,25873"
20170129 223700,"1,25858","1,2586"
20170129 223800,"1,25851","1,25851"
20170129 223900,"1,25839","1,25863"
20170129 224000,"1,25852","1,25858"
20170129 224100,"1,25833","1,25834"
20170129 224200,"1,25831","1,25833"
20170129 224300,"1,25829","1,25852"
20170129 224400,"1,25847","1,25847"
20170129 224500,"1,25832","1,25844"
20170129 224600,"1,25831","1,25844"
20170129 224700,"1,25842","1,25842"
20170129 224800,"1,25838","1,25843"
20170129 224900,"1,25829","1,25842"
20170129 225000,"1,25829","1,25831"
20170129 225100,"1,2582","1,25822"
20170129 225200,"1,25812","1,25819"
20170129 225300,"1,25813","1,2582"
20170129 225400,"1,25819","1,25829"
20170129 225500,"1,25821","1,25821"
20170129 225600,"1,25805","1,25806"
20170129 225700,"1,25801","1,25802"
20170129 225800,"1,25795","1,25803"
20170129 225900,"1,25801","1,25813"
20170129 230000,"1,25807","1,25807"
20170129 230100,"1,25791","1,25793"
20170129 230200,"1,25778","1,25778"
20170129 230300,"1,25764","1,25768"
20170129 230400,"1,25767","1,25767"
20170129 230500,"1,25766","1,25767"
20170129 230600,"1,25765","1,25767"
20170129 230700,"1,25765","1,25767"
20170129 230800,"1,25764","1,25767"
20170129 230900,"1,25767","1,25797"
20170129 231000,"1,25796","1,25796"
20170129 231100,"1,25781","1,25795"
20170129 231200,"1,2579","1,25801"
20170129 231300,"1,25803","1,25815"
20170129 231400,"1,25808","1,25811"
20170129 231500,"1,25802","1,25802"
20170129 231600,"1,25784","1,25792"
20170129 231700,"1,25791","1,25801"
20170129 231800,"1,25793","1,25808"
20170129 231900,"1,25803","1,25819"
20170129 232000,"1,25816","1,25819"
20170129 232100,"1,25804","1,25805"
20170129 232200,"1,25798","1,25798"
20170129 232300,"1,25792","1,25801"
20170129 232400,"1,25793","1,25804"
20170129 232500,"1,258","1,25802"
20170129 232600,"1,25797","1,25804"
20170129 232700,"1,25801","1,25803"
20170129 232800,"1,25801","1,25815"
20170129 232900,"1,25813","1,25814"
20170129 233000,"1,25803","1,25803"
20170129 233100,"1,25792","1,25793"
20170129 233200,"1,25782","1,25791"
20170129 233300,"1,25787","1,2579"
20170129 233400,"1,25784","1,25788"
20170129 233500,"1,25771","1,2579"
20170129 233600,"1,25788","1,25798"
20170129 233700,"1,25789","1,25795"
20170129 233800,"1,25791","1,25794"
20170129 233900,"1,25794","1,25795"
20170129 234000,"1,25788","1,25788"
20170129 234100,"1,25782","1,25787"
20170129 234200,"1,2578","1,25789"
20170129 234300,"1,2578","1,25781"
20170129 234400,"1,25781","1,25789"
20170129 234500,"1,25785","1,25792"
20170129 234600,"1,25784","1,25791"
20170129 234700,"1,25787","1,25787"
20170129 234800,"1,25758","1,25764"
20170129 234900,"1,25761","1,25761"
20170129 235000,"1,25748","1,25758"
20170129 235100,"1,25751","1,25754"
20170129 235200,"1,25749","1,25753"
20170129 235300,"1,25739","1,25739"
20170129 235400,"1,25735","1,2575"
20170129 235500,"1,25738","1,25741"
20170129 235600,"1,25738","1,25741"
20170129 235700,"1,25737","1,25742"
20170129 235800,"1,25742","1,25742"
20170129 235900,"1,25739","1,2574"
20170130 000000,"1,25739","1,25752"
20170130 000100,"1,25746","1,25752"
20170130 000200,"1,25747","1,25751"
20170130 000300,"1,25749","1,2576"
20170130 000400,"1,25752","1,25764"
20170130 000500,"1,25756","1,25757"
20170130 000600,"1,25746","1,25746"
20170130 000700,"1,25736","1,25736"
20170130 000800,"1,25738","1,25738"
20170130 000900,"1,25734","1,25737"
20170130 001000,"1,25732","1,25734"
20170130 001100,"1,25732","1,25737"
20170130 001200,"1,25734","1,25734"
20170130 001300,"1,25728","1,25728"
20170130 001400,"1,25719","1,25761"
20170130 001500,"1,25758","1,25762"
20170130 001600,"1,25753","1,25755"
20170130 001700,"1,2575","1,25757"
20170130 001800,"1,25757","1,25763"
20170130 001900,"1,25752","1,25752"
20170130 002000,"1,25742","1,25753"
20170130 002100,"1,25749","1,2576"
20170130 002200,"1,25752","1,25756"
20170130 002300,"1,25752","1,25756"
20170130 002400,"1,25757","1,25757"
20170130 002500,"1,25756","1,25757"
20170130 002600,"1,25749","1,25753"
20170130 002700,"1,25756","1,25758"
20170130 002800,"1,25755","1,25762"
20170130 002900,"1,25756","1,25756"
20170130 003000,"1,25739","1,25744"
20170130 003100,"1,25738","1,25743"
20170130 003200,"1,25728","1,25729"
20170130 003300,"1,25727","1,25727"
20170130 003400,"1,25713","1,25719"
20170130 003500,"1,25718","1,25719"
20170130 003600,"1,25707","1,25712"
20170130 003700,"1,25709","1,25718"
20170130 003800,"1,25719","1,25722"
20170130 003900,"1,25723","1,25729"
20170130 004000,"1,2573","1,2573"
20170130 004100,"1,25732","1,25732"
20170130 004200,"1,25727","1,25733"
20170130 004300,"1,25729","1,25738"
20170130 004400,"1,25729","1,25732"
20170130 004500,"1,25727","1,2573"
20170130 004600,"1,25728","1,25728"
20170130 004700,"1,25723","1,25723"
20170130 004800,"1,2572","1,25724"
20170130 004900,"1,25719","1,2572"
20170130 005000,"1,25715","1,25716"
20170130 005100,"1,25713","1,25716"
20170130 005200,"1,25705","1,25705"
20170130 005300,"1,257","1,25704"
20170130 005400,"1,25699","1,25703"
20170130 005500,"1,257","1,25703"
20170130 005600,"1,25697","1,257"
20170130 005700,"1,25696","1,25704"
20170130 005800,"1,25699","1,25702"
20170130 005900,"1,25698","1,25707"
20170130 010000,"1,25701","1,25702"
20170130 010100,"1,25668","1,25686"
20170130 010200,"1,25672","1,25684"
20170130 010300,"1,25675","1,25678"
20170130 010400,"1,25677","1,25679"
20170130 010500,"1,25675","1,25693"
20170130 010600,"1,25691","1,25695"
20170130 010700,"1,25699","1,25704"
20170130 010800,"1,25699","1,25705"
20170130 010900,"1,25702","1,25703"
20170130 011000,"1,2569","1,25692"
20170130 011100,"1,25686","1,25696"
20170130 011200,"1,25696","1,257"
20170130 011300,"1,25688","1,25696"
20170130 011400,"1,25696","1,25699"
20170130 011500,"1,25689","1,25704"
20170130 011600,"1,25702","1,25704"
20170130 011700,"1,25696","1,25704"
20170130 011800,"1,25679","1,25679"
20170130 011900,"1,25668","1,2567"
20170130 012000,"1,25657","1,25659"
20170130 012100,"1,25657","1,25658"
20170130 012200,"1,25658","1,25659"
20170130 012300,"1,25658","1,25661"
20170130 012400,"1,25657","1,25667"
20170130 012500,"1,25665","1,25676"
20170130 012600,"1,25672","1,2568"
20170130 012700,"1,25677","1,25677"
20170130 012800,"1,25655","1,2566"
20170130 012900,"1,25658","1,25658"
20170130 013000,"1,2565","1,25651"
20170130 013100,"1,25638","1,2564"
20170130 013200,"1,25641","1,25641"
20170130 013300,"1,25639","1,25646"
20170130 013400,"1,25641","1,25642"
20170130 013500,"1,25642","1,25642"
20170130 013600,"1,2563","1,25632"
20170130 013700,"1,25629","1,25632"
20170130 013800,"1,25627","1,25643"
20170130 013900,"1,2564","1,25641"
20170130 014000,"1,25631","1,25642"
20170130 014100,"1,25641","1,25643"
20170130 014200,"1,25636","1,25642"
20170130 014300,"1,25641","1,25646"
20170130 014400,"1,25641","1,25644"
20170130 014500,"1,25629","1,25633"
20170130 014600,"1,25632","1,2564"
20170130 014700,"1,25629","1,25641"
20170130 014800,"1,25638","1,25642"
20170130 014900,"1,2563","1,25639"
20170130 015000,"1,25637","1,25642"
20170130 015100,"1,25639","1,2564"
20170130 015200,"1,25638","1,2564"
20170130 015300,"1,25639","1,25651"
20170130 015400,"1,2565","1,25659"
20170130 015500,"1,25654","1,25654"
20170130 015600,"1,25628","1,25628"
20170130 015700,"1,25624","1,25628"
20170130 015800,"1,25624","1,25628"
20170130 015900,"1,25624","1,25624"
20170130 020000,"1,2562","1,25624"
20170130 020100,"1,25617","1,25624"
20170130 020200,"1,25617","1,25633"
20170130 020300,"1,25631","1,25631"
20170130 020400,"1,2562","1,25629"
20170130 020500,"1,25625","1,25626"
20170130 020600,"1,25612","1,25627"
20170130 020700,"1,2562","1,25636"
20170130 020800,"1,25637","1,25645"
20170130 020900,"1,2564","1,2564"
20170130 021000,"1,2562","1,25624"
20170130 021100,"1,25605","1,2561"
20170130 021200,"1,25603","1,25635"
20170130 021300,"1,25634","1,25639"
20170130 021400,"1,25633","1,25644"
20170130 021500,"1,25632","1,25643"
20170130 021600,"1,2564","1,25647"
20170130 021700,"1,25646","1,2567"
20170130 021800,"1,25668","1,25672"
20170130 021900,"1,25662","1,25662"
20170130 022000,"1,2566","1,25669"
20170130 022100,"1,2567","1,2567"
20170130 022200,"1,25658","1,25667"
20170130 022300,"1,25654","1,25664"
20170130 022400,"1,25648","1,25658"
20170130 022500,"1,25653","1,25655"
20170130 022600,"1,25642","1,25647"
20170130 022700,"1,2563","1,25635"
20170130 022800,"1,25627","1,25627"
20170130 022900,"1,25612","1,25626"
20170130 023000,"1,25614","1,25616"
20170130 023100,"1,25614","1,25637"
20170130 023200,"1,2563","1,2563"
20170130 023300,"1,25628","1,2563"
20170130 023400,"1,25629","1,25634"
20170130 023500,"1,25624","1,25649"
20170130 023600,"1,25642","1,25643"
20170130 023700,"1,25617","1,25629"
20170130 023800,"1,2563","1,25635"
20170130 023900,"1,25616","1,25629"
20170130 024000,"1,25631","1,25645"
20170130 024100,"1,25589","1,25589"
20170130 024200,"1,25559","1,25588"
20170130 024300,"1,25573","1,25581"
20170130 024400,"1,25566","1,25566"
20170130 024500,"1,25558","1,25562"
20170130 024600,"1,25559","1,25612"
20170130 024700,"1,25611","1,25635"
20170130 024800,"1,25612","1,25613"
20170130 024900,"1,25607","1,25608"
20170130 025000,"1,25592","1,256"
20170130 025100,"1,25576","1,256"
20170130 025200,"1,25592","1,25599"
20170130 025300,"1,25576","1,25601"
20170130 025400,"1,25567","1,25582"
20170130 025500,"1,25548","1,25561"
20170130 025600,"1,25545","1,25562"
20170130 025700,"1,25547","1,25552"
20170130 025800,"1,25553","1,25562"
20170130 025900,"1,25549","1,2555"
20170130 030000,"1,25536","1,25561"
20170130 030100,"1,25555","1,25567"
20170130 030200,"1,25538","1,25561"
20170130 030300,"1,25557","1,25571"
20170130 030400,"1,25552","1,25552"
20170130 030500,"1,25499","1,2554"
20170130 030600,"1,25528","1,25559"
20170130 030700,"1,25541","1,25543"
20170130 030800,"1,25495","1,25511"
20170130 030900,"1,25488","1,25488"
20170130 031000,"1,2546","1,25488"
20170130 031100,"1,25478","1,2549"
20170130 031200,"1,25456","1,25471"
20170130 031300,"1,25468","1,25512"
20170130 031400,"1,25488","1,2552"
20170130 031500,"1,2552","1,25531"
20170130 031600,"1,25521","1,25521"
20170130 031700,"1,25489","1,25512"
20170130 031800,"1,25494","1,25494"
20170130 031900,"1,25479","1,25481"
20170130 032000,"1,25478","1,25488"
20170130 032100,"1,2548","1,25486"
20170130 032200,"1,25479","1,25491"
20170130 032300,"1,25461","1,25471"
20170130 032400,"1,25459","1,2546"
20170130 032500,"1,2543","1,25481"
20170130 032600,"1,25482","1,25483"
20170130 032700,"1,25432","1,2544"
20170130 032800,"1,25421","1,25444"
20170130 032900,"1,25441","1,2546"
20170130 033000,"1,25442","1,2546"
20170130 033100,"1,25442","1,25452"
20170130 033200,"1,25448","1,25451"
20170130 033300,"1,25452","1,25482"
20170130 033400,"1,25462","1,25471"
20170130 033500,"1,25463","1,2547"
20170130 033600,"1,25457","1,25457"
20170130 033700,"1,25441","1,25441"
20170130 033800,"1,25434","1,25461"
20170130 033900,"1,25461","1,25477"
20170130 034000,"1,25469","1,25471"
20170130 034100,"1,25377","1,25379"
20170130 034200,"1,25337","1,25358"
20170130 034300,"1,25355","1,25406"
20170130 034400,"1,25391","1,25391"
20170130 034500,"1,25371","1,25372"
20170130 034600,"1,25299","1,2531"
20170130 034700,"1,25291","1,25332"
20170130 034800,"1,2529","1,25321"
20170130 034900,"1,25297","1,25297"
20170130 035000,"1,25279","1,2531"
20170130 035100,"1,253","1,25302"
20170130 035200,"1,25305","1,25343"
20170130 035300,"1,25302","1,25322"
20170130 035400,"1,25321","1,25324"
20170130 035500,"1,25292","1,25292"
20170130 035600,"1,25275","1,25284"
20170130 035700,"1,25252","1,25252"
20170130 035800,"1,25221","1,25221"
20170130 035900,"1,2513","1,25143"
20170130 040000,"1,25107","1,25148"
20170130 040100,"1,25138","1,25168"
20170130 040200,"1,2516","1,25181"
20170130 040300,"1,25147","1,25172"
20170130 040400,"1,25152","1,25157"
20170130 040500,"1,25152","1,25174"
20170130 040600,"1,25179","1,25186"
20170130 040700,"1,25181","1,25192"
20170130 040800,"1,25165","1,25165"
20170130 040900,"1,25159","1,25168"
20170130 041000,"1,25147","1,25151"
20170130 041100,"1,25153","1,25172"
20170130 041200,"1,2517","1,2517"
20170130 041300,"1,25141","1,25151"
20170130 041400,"1,25142","1,25142"
20170130 041500,"1,25121","1,25132"
20170130 041600,"1,2513","1,25162"
20170130 041700,"1,25141","1,25161"
20170130 041800,"1,25162","1,25171"
20170130 041900,"1,25129","1,2515"
20170130 042000,"1,25138","1,25145"
20170130 042100,"1,25142","1,25143"
20170130 042200,"1,25139","1,25151"
20170130 042300,"1,25143","1,2517"
20170130 042400,"1,25167","1,25183"
20170130 042500,"1,25179","1,25203"
20170130 042600,"1,25192","1,25206"
20170130 042700,"1,25204","1,25214"
20170130 042800,"1,25208","1,25242"
20170130 042900,"1,25222","1,25222"
20170130 043000,"1,25204","1,25214"
20170130 043100,"1,25211","1,25226"
20170130 043200,"1,25221","1,25225"
20170130 043300,"1,25223","1,25224"
20170130 043400,"1,2521","1,25227"
20170130 043500,"1,25224","1,2524"
20170130 043600,"1,25233","1,25235"
20170130 043700,"1,25212","1,25237"
20170130 043800,"1,25229","1,2523"
20170130 043900,"1,25224","1,25251"
20170130 044000,"1,2525","1,25251"
20170130 044100,"1,25229","1,25234"
20170130 044200,"1,25226","1,25232"
20170130 044300,"1,25221","1,2524"
20170130 044400,"1,25236","1,2525"
20170130 044500,"1,25241","1,25253"
20170130 044600,"1,25253","1,25282"
20170130 044700,"1,25261","1,2527"
20170130 044800,"1,25271","1,25282"
20170130 044900,"1,25283","1,25285"
20170130 045000,"1,2528","1,25282"
20170130 045100,"1,25265","1,25265"
20170130 045200,"1,25262","1,25292"
20170130 045300,"1,25291","1,25306"
20170130 045400,"1,25294","1,25294"
20170130 045500,"1,25264","1,25283"
20170130 045600,"1,25272","1,25272"
20170130 045700,"1,2525","1,25252"
20170130 045800,"1,25246","1,25254"
20170130 045900,"1,25256","1,25275"
20170130 050000,"1,25265","1,2529"
20170130 050100,"1,25281","1,25286"
20170130 050200,"1,25265","1,25271"
20170130 050300,"1,25238","1,25262"
20170130 050400,"1,2526","1,25265"
20170130 050500,"1,25249","1,25265"
20170130 050600,"1,25254","1,25283"
20170130 050700,"1,25261","1,25286"
20170130 050800,"1,25282","1,25286"
20170130 050900,"1,25272","1,25285"
20170130 051000,"1,25283","1,25292"
20170130 051100,"1,2529","1,2529"
20170130 051200,"1,25286","1,25286"
20170130 051300,"1,2527","1,25302"
20170130 051400,"1,25298","1,25302"
20170130 051500,"1,2527","1,25313"
20170130 051600,"1,25312","1,25374"
20170130 051700,"1,25354","1,25354"
20170130 051800,"1,25324","1,25343"
20170130 051900,"1,2534","1,25353"
20170130 052000,"1,25341","1,25343"
20170130 052100,"1,25321","1,25347"
20170130 052200,"1,25341","1,25341"
20170130 052300,"1,25332","1,25339"
20170130 052400,"1,25334","1,25339"
20170130 052500,"1,25327","1,25327"
20170130 052600,"1,25322","1,25362"
20170130 052700,"1,25342","1,25342"
20170130 052800,"1,25326","1,25329"
20170130 052900,"1,25321","1,25325"
20170130 053000,"1,25321","1,25335"
20170130 053100,"1,25333","1,25335"
20170130 053200,"1,2532","1,2533"
20170130 053300,"1,25323","1,2535"
20170130 053400,"1,25324","1,2534"
20170130 053500,"1,25336","1,25373"
20170130 053600,"1,25363","1,25379"
20170130 053700,"1,25376","1,25392"
20170130 053800,"1,25385","1,25404"
20170130 053900,"1,25402","1,25448"
20170130 054000,"1,25425","1,25453"
20170130 054100,"1,25453","1,25472"
20170130 054200,"1,25471","1,25483"
20170130 054300,"1,25453","1,2547"
20170130 054400,"1,25451","1,25461"
20170130 054500,"1,25447","1,25447"
20170130 054600,"1,25437","1,25438"
20170130 054700,"1,25382","1,25394"
20170130 054800,"1,25383","1,25401"
20170130 054900,"1,25401","1,25419"
20170130 055000,"1,25415","1,25424"
20170130 055100,"1,2542","1,25422"
20170130 055200,"1,25394","1,25394"
20170130 055300,"1,25385","1,25391"
20170130 055400,"1,25381","1,25382"
20170130 055500,"1,25372","1,25381"
20170130 055600,"1,25379","1,25384"
20170130 055700,"1,25375","1,2539"
20170130 055800,"1,25382","1,25385"
20170130 055900,"1,25383","1,25383"
20170130 060000,"1,25367","1,25404"
20170130 060100,"1,25381","1,25382"
20170130 060200,"1,2537","1,25382"
20170130 060300,"1,25383","1,25405"
20170130 060400,"1,25392","1,25392"
20170130 060500,"1,25387","1,25387"
20170130 060600,"1,2538","1,25393"
20170130 060700,"1,2539","1,25414"
20170130 060800,"1,25392","1,2542"
20170130 060900,"1,25413","1,25416"
20170130 061000,"1,25373","1,25373"
20170130 061100,"1,25337","1,25383"
20170130 061200,"1,25383","1,25389"
20170130 061300,"1,25381","1,25391"
20170130 061400,"1,25371","1,25387"
20170130 061500,"1,25373","1,25374"
20170130 061600,"1,25334","1,2535"
20170130 061700,"1,2533","1,25349"
20170130 061800,"1,25345","1,25345"
20170130 061900,"1,25324","1,25341"
20170130 062000,"1,25336","1,25341"
20170130 062100,"1,25328","1,25328"
20170130 062200,"1,25301","1,25306"
20170130 062300,"1,25302","1,25302"
20170130 062400,"1,25285","1,25294"
20170130 062500,"1,25282","1,25291"
20170130 062600,"1,25287","1,25299"
20170130 062700,"1,25296","1,25296"
20170130 062800,"1,25273","1,25297"
20170130 062900,"1,25296","1,25301"
20170130 063000,"1,25257","1,25259"
20170130 063100,"1,25228","1,25271"
20170130 063200,"1,25247","1,25254"
20170130 063300,"1,25241","1,25241"
20170130 063400,"1,25228","1,25228"
20170130 063500,"1,25208","1,25232"
20170130 063600,"1,252","1,25216"
20170130 063700,"1,25212","1,25214"
20170130 063800,"1,25169","1,25245"
20170130 063900,"1,25234","1,25235"
20170130 064000,"1,25201","1,25221"
20170130 064100,"1,25211","1,25212"
20170130 064200,"1,25201","1,25234"
