Time,Min,Max
20170113 063800,"1,22028","1,22039"
20170113 063900,"1,22018","1,2202"
20170113 064000,"1,22008","1,22017"
20170113 064100,"1,22008","1,22017"
20170113 064200,"1,22007","1,2202"
20170113 064300,"1,22022","1,22028"
20170113 064400,"1,21992","1,22002"
20170113 064500,"1,21976","1,21987"
20170113 064600,"1,21985","1,21987"
20170113 064700,"1,21986","1,21986"
20170113 064800,"1,21964","1,21966"
20170113 064900,"1,21963","1,21964"
20170113 065000,"1,21932","1,21933"
20170113 065100,"1,2191","1,21916"
20170113 065200,"1,21906","1,21917"
20170113 065300,"1,2188","1,21884"
20170113 065400,"1,21871","1,21882"
20170113 065500,"1,21878","1,21888"
20170113 065600,"1,21878","1,21878"
20170113 065700,"1,21877","1,2189"
20170113 065800,"1,21854","1,21854"
20170113 065900,"1,21831","1,2185"
20170113 070000,"1,2185","1,2185"
20170113 070100,"1,2174","1,21772"
20170113 070200,"1,21775","1,21775"
20170113 070300,"1,2177","1,2177"
20170113 070400,"1,21767","1,21798"
20170113 070500,"1,21799","1,21815"
20170113 070600,"1,21796","1,21796"
20170113 070700,"1,21767","1,21778"
20170113 070800,"1,2177","1,21818"
20170113 070900,"1,21788","1,21808"
20170113 071000,"1,21795","1,21827"
20170113 071100,"1,21825","1,21829"
20170113 071200,"1,21826","1,21826"
20170113 071300,"1,21807","1,21814"
20170113 071400,"1,21779","1,21789"
20170113 071500,"1,21784","1,21793"
20170113 071600,"1,21793","1,2183"
20170113 071700,"1,21813","1,21829"
20170113 071800,"1,21828","1,2185"
20170113 071900,"1,21845","1,21848"
20170113 072000,"1,21851","1,21858"
20170113 072100,"1,21858","1,21883"
20170113 072200,"1,21871","1,21877"
20170113 072300,"1,21841","1,21841"
20170113 072400,"1,2183","1,2183"
20170113 072500,"1,2182","1,21835"
20170113 072600,"1,2183","1,21838"
20170113 072700,"1,21836","1,2185"
20170113 072800,"1,21839","1,21846"
20170113 072900,"1,21833","1,21835"
20170113 073000,"1,21823","1,21823"
20170113 073100,"1,21821","1,21851"
20170113 073200,"1,21851","1,21868"
20170113 073300,"1,21861","1,21872"
20170113 073400,"1,21863","1,21891"
20170113 073500,"1,21886","1,21897"
20170113 073600,"1,21877","1,21877"
20170113 073700,"1,21878","1,2189"
20170113 073800,"1,21879","1,21883"
20170113 073900,"1,2187","1,21876"
20170113 074000,"1,21868","1,21868"
20170113 074100,"1,21849","1,21849"
20170113 074200,"1,21828","1,21851"
20170113 074300,"1,21844","1,21856"
20170113 074400,"1,21828","1,21828"
20170113 074500,"1,2179","1,21798"
20170113 074600,"1,21744","1,21752"
20170113 074700,"1,2175","1,21756"
20170113 074800,"1,21684","1,21693"
20170113 074900,"1,21652","1,21658"
20170113 075000,"1,21656","1,21722"
20170113 075100,"1,21643","1,21707"
20170113 075200,"1,21699","1,21699"
20170113 075300,"1,21657","1,21704"
20170113 075400,"1,21688","1,21704"
20170113 075500,"1,21681","1,21708"
20170113 075600,"1,21708","1,2174"
20170113 075700,"1,21741","1,21742"
20170113 075800,"1,21731","1,21763"
20170113 075900,"1,21738","1,21742"
20170113 080000,"1,2173","1,21754"
20170113 080100,"1,21722","1,21725"
20170113 080200,"1,21714","1,21732"
20170113 080300,"1,21725","1,21756"
20170113 080400,"1,21747","1,21748"
20170113 080500,"1,21735","1,21746"
20170113 080600,"1,21729","1,21734"
20170113 080700,"1,2172","1,21751"
20170113 080800,"1,21749","1,21751"
20170113 080900,"1,21754","1,21771"
20170113 081000,"1,21769","1,21788"
20170113 081100,"1,2178","1,218"
20170113 081200,"1,21798","1,21809"
20170113 081300,"1,21798","1,21801"
20170113 081400,"1,21759","1,21767"
20170113 081500,"1,21769","1,2179"
20170113 081600,"1,21772","1,21791"
20170113 081700,"1,21786","1,21791"
20170113 081800,"1,21782","1,21798"
20170113 081900,"1,21748","1,21762"
20170113 082000,"1,21768","1,21809"
20170113 082100,"1,21798","1,21809"
20170113 082200,"1,2181","1,21818"
20170113 082300,"1,21802","1,21819"
20170113 082400,"1,21818","1,21827"
20170113 082500,"1,21804","1,21832"
20170113 082600,"1,21819","1,21824"
20170113 082700,"1,21809","1,21823"
20170113 082800,"1,2181","1,2183"
20170113 082900,"1,21809","1,21809"
20170113 083000,"1,21764","1,21902"
20170113 083100,"1,21568","1,21634"
20170113 083200,"1,21611","1,21649"
20170113 083300,"1,21562","1,21562"
20170113 083400,"1,21522","1,21542"
20170113 083500,"1,21409","1,21487"
20170113 083600,"1,2148","1,21525"
20170113 083700,"1,21526","1,21555"
20170113 083800,"1,21526","1,21557"
20170113 083900,"1,21539","1,21553"
20170113 084000,"1,21556","1,21606"
20170113 084100,"1,21578","1,21578"
20170113 084200,"1,21554","1,21607"
20170113 084300,"1,21551","1,216"
20170113 084400,"1,21571","1,21586"
20170113 084500,"1,21567","1,21603"
20170113 084600,"1,2159","1,21596"
20170113 084700,"1,21543","1,21606"
20170113 084800,"1,21584","1,21616"
20170113 084900,"1,21615","1,21637"
20170113 085000,"1,2163","1,21648"
20170113 085100,"1,21607","1,21647"
20170113 085200,"1,2163","1,21636"
20170113 085300,"1,21628","1,21628"
20170113 085400,"1,21604","1,21654"
20170113 085500,"1,2165","1,21656"
20170113 085600,"1,21628","1,21636"
20170113 085700,"1,21628","1,21677"
20170113 085800,"1,21662","1,21679"
20170113 085900,"1,21633","1,21656"
20170113 090000,"1,21625","1,21625"
20170113 090100,"1,2162","1,2166"
20170113 090200,"1,21641","1,21641"
20170113 090300,"1,21587","1,21647"
20170113 090400,"1,21644","1,21648"
20170113 090500,"1,21623","1,21623"
20170113 090600,"1,21557","1,21557"
20170113 090700,"1,21546","1,21546"
20170113 090800,"1,21497","1,2153"
20170113 090900,"1,2151","1,21526"
20170113 091000,"1,21523","1,21523"
20170113 091100,"1,21427","1,21464"
20170113 091200,"1,2145","1,21475"
20170113 091300,"1,2146","1,21465"
20170113 091400,"1,2142","1,21488"
20170113 091500,"1,21488","1,21488"
20170113 091600,"1,21468","1,21474"
20170113 091700,"1,21459","1,21488"
20170113 091800,"1,2142","1,21458"
20170113 091900,"1,21451","1,21466"
20170113 092000,"1,21428","1,2144"
20170113 092100,"1,21441","1,21448"
20170113 092200,"1,21434","1,21446"
20170113 092300,"1,21443","1,21515"
20170113 092400,"1,21485","1,2153"
20170113 092500,"1,21505","1,2154"
20170113 092600,"1,21527","1,21557"
20170113 092700,"1,21547","1,21562"
20170113 092800,"1,21557","1,21579"
20170113 092900,"1,21577","1,21598"
20170113 093000,"1,21588","1,2159"
20170113 093100,"1,21561","1,21584"
20170113 093200,"1,21567","1,21581"
20170113 093300,"1,21546","1,21556"
20170113 093400,"1,21529","1,21554"
20170113 093500,"1,21508","1,21514"
20170113 093600,"1,2148","1,21498"
20170113 093700,"1,21491","1,21496"
20170113 093800,"1,21447","1,21455"
20170113 093900,"1,21441","1,21447"
20170113 094000,"1,21438","1,21454"
20170113 094100,"1,21423","1,21476"
20170113 094200,"1,21415","1,21447"
20170113 094300,"1,21443","1,21477"
20170113 094400,"1,21466","1,2148"
20170113 094500,"1,21467","1,21477"
20170113 094600,"1,2148","1,215"
20170113 094700,"1,21495","1,21511"
20170113 094800,"1,21474","1,21489"
20170113 094900,"1,21459","1,2148"
20170113 095000,"1,21437","1,21454"
20170113 095100,"1,21394","1,21405"
20170113 095200,"1,21317","1,21374"
20170113 095300,"1,21315","1,21329"
20170113 095400,"1,21313","1,21367"
20170113 095500,"1,21359","1,214"
20170113 095600,"1,21399","1,21409"
20170113 095700,"1,21392","1,21392"
20170113 095800,"1,21373","1,21378"
20170113 095900,"1,21366","1,21366"
20170113 100000,"1,21346","1,21355"
20170113 100100,"1,21261","1,21315"
20170113 100200,"1,21314","1,21331"
20170113 100300,"1,21258","1,21258"
20170113 100400,"1,21247","1,21267"
20170113 100500,"1,2124","1,2127"
20170113 100600,"1,21253","1,21281"
20170113 100700,"1,21281","1,21327"
20170113 100800,"1,21283","1,21315"
20170113 100900,"1,21316","1,21337"
20170113 101000,"1,21337","1,21352"
20170113 101100,"1,21336","1,21359"
20170113 101200,"1,21342","1,21357"
20170113 101300,"1,21329","1,21348"
20170113 101400,"1,21315","1,2133"
20170113 101500,"1,21318","1,21344"
20170113 101600,"1,21305","1,21308"
20170113 101700,"1,21257","1,21277"
20170113 101800,"1,21247","1,21278"
20170113 101900,"1,21266","1,21292"
20170113 102000,"1,21277","1,21319"
20170113 102100,"1,21309","1,21402"
20170113 102200,"1,21379","1,2145"
20170113 102300,"1,21446","1,2146"
20170113 102400,"1,21444","1,21497"
20170113 102500,"1,21461","1,21515"
20170113 102600,"1,21515","1,21537"
20170113 102700,"1,21489","1,21554"
20170113 102800,"1,21527","1,21531"
20170113 102900,"1,21494","1,21495"
20170113 103000,"1,21458","1,21479"
20170113 103100,"1,21454","1,21496"
20170113 103200,"1,21479","1,21487"
20170113 103300,"1,21474","1,21499"
20170113 103400,"1,21495","1,21546"
20170113 103500,"1,21539","1,2156"
20170113 103600,"1,21554","1,21562"
20170113 103700,"1,21543","1,2156"
20170113 103800,"1,21521","1,2157"
20170113 103900,"1,21564","1,21579"
20170113 104000,"1,21556","1,21566"
20170113 104100,"1,21517","1,21557"
20170113 104200,"1,21557","1,21576"
20170113 104300,"1,21551","1,21562"
20170113 104400,"1,21555","1,21599"
20170113 104500,"1,21594","1,21616"
20170113 104600,"1,21575","1,21607"
20170113 104700,"1,21586","1,21658"
20170113 104800,"1,21658","1,21678"
20170113 104900,"1,21673","1,21679"
20170113 105000,"1,21646","1,21666"
20170113 105100,"1,21671","1,21677"
20170113 105200,"1,21674","1,21688"
20170113 105300,"1,21668","1,21668"
20170113 105400,"1,21655","1,21692"
20170113 105500,"1,21665","1,21688"
20170113 105600,"1,21678","1,21681"
20170113 105700,"1,21663","1,21756"
20170113 105800,"1,21745","1,21804"
20170113 105900,"1,21786","1,21834"
20170113 110000,"1,21827","1,21835"
20170113 110100,"1,21764","1,21793"
20170113 110200,"1,21771","1,21796"
20170113 110300,"1,21738","1,21757"
20170113 110400,"1,21727","1,21769"
20170113 110500,"1,21768","1,21799"
20170113 110600,"1,21779","1,21779"
20170113 110700,"1,21775","1,21778"
20170113 110800,"1,21736","1,21784"
20170113 110900,"1,21783","1,21796"
20170113 111000,"1,21793","1,21836"
20170113 111100,"1,21828","1,21864"
20170113 111200,"1,2185","1,21866"
20170113 111300,"1,21847","1,21872"
20170113 111400,"1,2186","1,21869"
20170113 111500,"1,21865","1,21869"
20170113 111600,"1,21833","1,22062"
20170113 111700,"1,21967","1,21999"
20170113 111800,"1,21959","1,22053"
20170113 111900,"1,21984","1,21998"
20170113 112000,"1,21962","1,21976"
20170113 112100,"1,21951","1,21955"
20170113 112200,"1,21948","1,22114"
20170113 112300,"1,22093","1,22094"
20170113 112400,"1,22036","1,22036"
20170113 112500,"1,22029","1,22065"
20170113 112600,"1,21974","1,22013"
20170113 112700,"1,21983","1,22005"
20170113 112800,"1,2186","1,21887"
20170113 112900,"1,21882","1,21882"
20170113 113000,"1,21816","1,21832"
20170113 113100,"1,21834","1,21834"
20170113 113200,"1,21813","1,21851"
20170113 113300,"1,21835","1,21868"
20170113 113400,"1,2185","1,21867"
20170113 113500,"1,21852","1,21878"
20170113 113600,"1,2185","1,21874"
20170113 113700,"1,21866","1,21891"
20170113 113800,"1,21866","1,21905"
20170113 113900,"1,21905","1,21912"
20170113 114000,"1,21915","1,22007"
20170113 114100,"1,21983","1,22035"
20170113 114200,"1,22013","1,22075"
20170113 114300,"1,22039","1,22042"
20170113 114400,"1,22023","1,22076"
20170113 114500,"1,22051","1,22115"
20170113 114600,"1,22107","1,2214"
20170113 114700,"1,22095","1,22127"
20170113 114800,"1,22121","1,22121"
20170113 114900,"1,22093","1,22126"
20170113 115000,"1,22113","1,22244"
20170113 115100,"1,22227","1,22227"
20170113 115200,"1,22159","1,22163"
20170113 115300,"1,22123","1,22126"
20170113 115400,"1,22089","1,22092"
20170113 115500,"1,22046","1,22068"
20170113 115600,"1,22045","1,22057"
20170113 115700,"1,22056","1,22061"
20170113 115800,"1,22061","1,22061"
20170113 115900,"1,21986","1,21993"
20170113 120000,"1,21979","1,21979"
20170113 120100,"1,2193","1,21936"
20170113 120200,"1,21923","1,21925"
20170113 120300,"1,21923","1,21928"
20170113 120400,"1,21894","1,21943"
20170113 120500,"1,21937","1,21941"
20170113 120600,"1,21927","1,21927"
20170113 120700,"1,21919","1,21939"
20170113 120800,"1,21926","1,21931"
20170113 120900,"1,21926","1,21941"
20170113 121000,"1,21923","1,21939"
20170113 121100,"1,2193","1,21938"
20170113 121200,"1,21933","1,21946"
20170113 121300,"1,21945","1,21945"
20170113 121400,"1,21944","1,2198"
20170113 121500,"1,21982","1,21996"
20170113 121600,"1,21967","1,21993"
20170113 121700,"1,21975","1,22001"
20170113 121800,"1,21999","1,22001"
20170113 121900,"1,21992","1,21993"
20170113 122000,"1,21965","1,21978"
20170113 122100,"1,21956","1,21984"
20170113 122200,"1,2197","1,21985"
20170113 122300,"1,21975","1,21987"
20170113 122400,"1,21985","1,21988"
20170113 122500,"1,21977","1,21995"
20170113 122600,"1,21995","1,22046"
20170113 122700,"1,22045","1,22073"
20170113 122800,"1,22055","1,22089"
20170113 122900,"1,22061","1,22065"
20170113 123000,"1,22052","1,22084"
20170113 123100,"1,22083","1,22083"
20170113 123200,"1,22073","1,22115"
20170113 123300,"1,22106","1,22127"
20170113 123400,"1,22114","1,22148"
20170113 123500,"1,22134","1,22134"
20170113 123600,"1,22078","1,22081"
20170113 123700,"1,22054","1,22076"
20170113 123800,"1,22044","1,22057"
20170113 123900,"1,22051","1,22051"
20170113 124000,"1,22025","1,22036"
20170113 124100,"1,22016","1,22023"
20170113 124200,"1,22005","1,22027"
20170113 124300,"1,22021","1,22061"
20170113 124400,"1,22041","1,22067"
20170113 124500,"1,22059","1,22066"
20170113 124600,"1,22052","1,22064"
20170113 124700,"1,22045","1,22047"
20170113 124800,"1,22045","1,22056"
20170113 124900,"1,22044","1,22068"
20170113 125000,"1,22071","1,22071"
20170113 125100,"1,22055","1,2206"
20170113 125200,"1,2203","1,22039"
20170113 125300,"1,22033","1,22054"
20170113 125400,"1,22046","1,22063"
20170113 125500,"1,22063","1,22068"
20170113 125600,"1,22055","1,22064"
20170113 125700,"1,22041","1,22041"
20170113 125800,"1,22035","1,22041"
20170113 125900,"1,22021","1,22042"
20170113 130000,"1,22036","1,22044"
20170113 130100,"1,22039","1,22043"
20170113 130200,"1,22032","1,22044"
20170113 130300,"1,22039","1,22044"
20170113 130400,"1,22043","1,2206"
20170113 130500,"1,22055","1,22076"
20170113 130600,"1,22079","1,22084"
20170113 130700,"1,22038","1,22079"
20170113 130800,"1,22076","1,22085"
20170113 130900,"1,22075","1,22084"
20170113 131000,"1,22079","1,22096"
20170113 131100,"1,22091","1,22093"
20170113 131200,"1,22073","1,22085"
20170113 131300,"1,22075","1,22075"
20170113 131400,"1,22049","1,22052"
20170113 131500,"1,22027","1,22031"
20170113 131600,"1,22033","1,22034"
20170113 131700,"1,2203","1,2203"
20170113 131800,"1,22012","1,22015"
20170113 131900,"1,21996","1,21996"
20170113 132000,"1,21983","1,21993"
20170113 132100,"1,2198","1,21992"
20170113 132200,"1,21976","1,21985"
20170113 132300,"1,21972","1,21972"
20170113 132400,"1,21911","1,21936"
20170113 132500,"1,21935","1,21948"
20170113 132600,"1,21929","1,21951"
20170113 132700,"1,21949","1,21951"
20170113 132800,"1,21952","1,21965"
20170113 132900,"1,21929","1,21942"
20170113 133000,"1,21942","1,21954"
20170113 133100,"1,21943","1,21944"
20170113 133200,"1,21928","1,21942"
20170113 133300,"1,21942","1,21951"
20170113 133400,"1,21927","1,21927"
20170113 133500,"1,21869","1,21881"
20170113 133600,"1,21883","1,21901"
20170113 133700,"1,21893","1,21894"
20170113 133800,"1,21885","1,21897"
20170113 133900,"1,21882","1,21895"
20170113 134000,"1,21871","1,21892"
20170113 134100,"1,21877","1,21882"
20170113 134200,"1,21883","1,21896"
20170113 134300,"1,21879","1,21879"
20170113 134400,"1,21834","1,21856"
20170113 134500,"1,21845","1,21863"
20170113 134600,"1,21863","1,21891"
20170113 134700,"1,21886","1,21887"
20170113 134800,"1,21869","1,21874"
20170113 134900,"1,21852","1,21876"
20170113 135000,"1,21875","1,21877"
20170113 135100,"1,21875","1,21875"
20170113 135200,"1,21865","1,21865"
20170113 135300,"1,2186","1,21915"
20170113 135400,"1,21916","1,21925"
20170113 135500,"1,21908","1,21917"
20170113 135600,"1,21913","1,21915"
20170113 135700,"1,21904","1,21915"
20170113 135800,"1,21904","1,21904"
20170113 135900,"1,21894","1,21899"
20170113 140000,"1,21894","1,21902"
20170113 140100,"1,21894","1,21897"
20170113 140200,"1,21895","1,21895"
20170113 140300,"1,21883","1,21894"
20170113 140400,"1,21866","1,21874"
20170113 140500,"1,21863","1,2189"
20170113 140600,"1,21882","1,21882"
20170113 140700,"1,21863","1,21882"
20170113 140800,"1,2187","1,21875"
20170113 140900,"1,21856","1,21872"
20170113 141000,"1,21861","1,21891"
20170113 141100,"1,21881","1,21892"
20170113 141200,"1,21877","1,21891"
20170113 141300,"1,21884","1,21894"
20170113 141400,"1,21882","1,21914"
20170113 141500,"1,21913","1,2192"
20170113 141600,"1,21892","1,21912"
20170113 141700,"1,21912","1,21922"
20170113 141800,"1,21927","1,21927"
20170113 141900,"1,21899","1,21899"
20170113 142000,"1,21871","1,21871"
20170113 142100,"1,21861","1,2188"
20170113 142200,"1,2188","1,21884"
20170113 142300,"1,21862","1,21889"
20170113 142400,"1,21885","1,21888"
20170113 142500,"1,21873","1,21905"
20170113 142600,"1,21893","1,21903"
20170113 142700,"1,21904","1,21922"
20170113 142800,"1,21907","1,21913"
20170113 142900,"1,2191","1,21912"
20170113 143000,"1,2191","1,2194"
20170113 143100,"1,21927","1,21927"
20170113 143200,"1,2191","1,21917"
20170113 143300,"1,21905","1,21905"
20170113 143400,"1,21886","1,21917"
20170113 143500,"1,21915","1,21915"
20170113 143600,"1,21891","1,21891"
20170113 143700,"1,21868","1,21868"
20170113 143800,"1,21854","1,21873"
20170113 143900,"1,21871","1,21882"
20170113 144000,"1,21881","1,21901"
20170113 144100,"1,21901","1,21914"
20170113 144200,"1,21911","1,21914"
20170113 144300,"1,21873","1,21876"
20170113 144400,"1,21837","1,21862"
20170113 144500,"1,21856","1,21872"
20170113 144600,"1,2186","1,21873"
20170113 144700,"1,21851","1,21875"
20170113 144800,"1,21866","1,21866"
20170113 144900,"1,21862","1,21865"
20170113 145000,"1,21854","1,21873"
20170113 145100,"1,21873","1,21875"
20170113 145200,"1,21874","1,21875"
20170113 145300,"1,21874","1,21877"
20170113 145400,"1,21875","1,21876"
20170113 145500,"1,21866","1,21885"
20170113 145600,"1,21862","1,21863"
20170113 145700,"1,21872","1,21875"
20170113 145800,"1,21872","1,21872"
20170113 145900,"1,21856","1,21871"
20170113 150000,"1,21872","1,21893"
20170113 150100,"1,2189","1,21916"
20170113 150200,"1,21905","1,21905"
20170113 150300,"1,21904","1,21908"
20170113 150400,"1,21893","1,21899"
20170113 150500,"1,21871","1,21871"
20170113 150600,"1,21839","1,21883"
20170113 150700,"1,21865","1,21865"
20170113 150800,"1,21862","1,21862"
20170113 150900,"1,21845","1,21854"
20170113 151000,"1,21839","1,2184"
20170113 151100,"1,2183","1,21841"
20170113 151200,"1,21841","1,21844"
20170113 151300,"1,21841","1,21851"
20170113 151400,"1,21842","1,21845"
20170113 151500,"1,21832","1,21842"
20170113 151600,"1,21833","1,21833"
20170113 151700,"1,21822","1,21823"
20170113 151800,"1,21822","1,21831"
20170113 151900,"1,21829","1,21829"
